FAILURE,YEAR_CONSTRUCTION,YEAR_ACTIVE,AGE,CABLE_COX1,CABLE_COX2,COX1==COX2,CONSTRUCTION_ORIG,CONSTRUCTION_EXP,CONSTRUCTION_COX,GROUND_TYPE,SUBSIDENCE,DEWATERING_DEPTH_CM
False,1991.0,1991.0,27.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Zand,0,-1.5
False,1978.0,1978.0,40.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-2.5
False,2008.0,2008.0,10.0,XLPE,XLPE,True,Wikkelmof Overig,Overig,Overig,"Bebouwing, enz",0,-2.5
False,1971.0,1971.0,47.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-2.5
True,1975.0,1975.0,37.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-3.0
False,2009.0,2009.0,9.0,GPLK_NA_1978,GPLK_NA_1978,True,Kunststofmof,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-1.0
False,2010.0,2010.0,8.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,-1.5
True,1930.0,,85.0,,GPLK_VOOR_1978,False,Onbekend,Massamof,Massamof,Zand,0,-1.0
True,1975.0,1975.0,38.0,,,False,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,0.49999999
True,1987.0,,23.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.5
False,2011.0,2011.0,7.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-1.5
False,2001.0,2001.0,17.0,XLPE,GPLK_VOOR_1978,False,Lovinolmof,Lovinolmof,LOVINOL_4,Zand,0,-2.0
False,1999.0,1999.0,19.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,-1.99999999
False,1967.0,,51.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Massamof,Massamof,Massamof,Zware zavel,0,-3.0
False,1978.0,,40.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",1,-3.5
False,2018.0,2018.0,0.0,Overig,XLPE,False,Kunststofmof Overig,Kunststofmof,Krimpmof,Zware klei,1,0.0
True,2012.0,,0.0,,,False,Krimpmof Cellpack,Krimpmof,Krimpmof,"Bebouwing, enz",0,-1.0
True,1980.0,1980.0,32.0,,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-2.49999999
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-2.49999999
False,2011.0,2011.0,7.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-3.0
True,2009.0,2009.0,1.0,,,False,Onbekend,Krimpmof,Krimpmof,Zand,0,-2.5
False,1988.0,1988.0,30.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Veen,1,-1.0
True,1973.0,1973.0,36.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-1.99999999
True,2015.0,,0.0,,,False,Onbekend,Krimpmof,Krimpmof,"Bebouwing, enz",0,-6.0
False,2010.0,2010.0,8.0,,XLPE,False,Onbekend,Krimpmof,Krimpmof,Lichte zavel,0,-1.0
False,1970.0,,48.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-3.0
False,1957.0,1957.0,61.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",1,-2.0
False,1999.0,1999.0,19.0,GPLK_NA_1978,GPLK_NA_1978,True,Gietharsmof,Gietharsmof,Gietharsmof,"Bebouwing, enz",0,0.49999999
False,1998.0,1998.0,20.0,,XLPE,False,Kunststofmof Overig,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-1.49999999
False,1964.0,1964.0,54.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-0.5
True,2011.0,2011.0,1.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Veen,1,-1.49999999
False,1994.0,1994.0,24.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-2.49999999
False,1995.0,1995.0,23.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-3.0
False,1994.0,,24.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",0,-2.99999999
False,1996.0,,22.0,XLPE,XLPE,True,Onbekend,Lovinolmof,LOVINOL_2,Zand,0,-0.99999999
True,1976.0,1976.0,32.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-12.5
False,2012.0,2012.0,6.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zand,0,-0.5
False,2006.0,2006.0,12.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-1.5
False,1995.0,,23.0,GPLK_NA_1978,,False,Onbekend,Lovinolmof,LOVINOL_3,Zand,0,-3.0
False,1974.0,1974.0,44.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-0.49999999
False,1990.0,1990.0,28.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Zand,0,-3.0
False,2008.0,2008.0,10.0,GPLK_VOOR_1978,XLPE,False,Overgangsmof,Overig,Overig,"Bebouwing, enz",1,0.5
False,1975.0,1975.0,43.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-2.5
True,1973.0,,39.0,Onbekend,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,-1.5
False,1974.0,,44.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Onbekend,Onbekend,Zware klei,0,-1.0
False,1974.0,1974.0,44.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",0,-2.99999999
False,2000.0,,18.0,GPLK_NA_1978,XLPE,False,Onbekend,Lovinolmof,LOVINOL_1,"Bebouwing, enz",0,-2.49999999
False,2014.0,2014.0,4.0,XLPE,XLPE,True,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",1,-1.0
False,1970.0,,48.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",1,-1.5
True,1990.0,1990.0,18.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,0.0
True,1995.0,1995.0,17.0,,,False,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-2.5
False,1996.0,1996.0,22.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zware klei,1,-1.5
True,1971.0,,44.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zware klei,1,-1.0
True,1983.0,1983.0,27.0,,,False,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-1.0
False,1970.0,,48.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-2.99999999
False,2010.0,2010.0,8.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-3.0
True,1975.0,1975.0,34.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-3.99999999
True,1965.0,1965.0,51.0,,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,Lichte klei,0,-1.49999999
False,2002.0,2002.0,16.0,XLPE,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_1,Moerig op zand,0,-1.49999999
True,1992.0,,24.0,,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_3,Zware zavel,0,-2.0
True,2007.0,2007.0,3.0,,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_3,Lichte klei,0,-1.5
True,1969.0,1969.0,39.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Lichte zavel,0,-2.99999999
True,2000.0,2000.0,10.0,GPLK_NA_1978,XLPE,False,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-3.5
True,1997.0,1997.0,14.0,,,False,Kabeldon,Kabeldon,Kabeldon,Lichte zavel,0,-0.49999999
False,1969.0,,49.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",1,-2.0
False,1947.0,,71.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.0
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Zware klei,1,0.0
False,2015.0,2015.0,3.0,,,False,Krimpmof Raychem,Kunststofmof,Krimpmof,Zand,0,-2.42818427
False,2001.0,2001.0,17.0,,GPLK_NA_1978,False,Oliemof,Oliemof,Oliemof,Zware zavel,1,-3.5
False,2001.0,2001.0,17.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Gietharsmof,Gietharsmof,Gietharsmof,Lichte zavel,0,-2.0
False,2015.0,2015.0,3.0,,,False,Krimpmof Raychem,Kunststofmof,Krimpmof,Zand,0,-1.49999999
True,2013.0,2013.0,1.0,,,False,Krimpmof Cellpack,Krimpmof,Krimpmof,Veen,1,-3.5
False,2011.0,2011.0,7.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Lichte zavel,1,-2.49999999
False,1999.0,,19.0,XLPE,XLPE,True,Onbekend,Lovinolmof,LOVINOL_2,Lichte klei,0,-2.0
False,1968.0,1968.0,50.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-2.0
False,1988.0,1988.0,30.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",1,-3.5
False,2006.0,2006.0,12.0,XLPE,XLPE,True,Overig,Overig,Overig,Zware zavel,0,-2.0
False,2002.0,2002.0,16.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-2.0
False,1986.0,1986.0,32.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Lichte zavel,0,-5.0
True,1973.0,1973.0,39.0,GPLK_VOOR_1978,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-7.0
False,1973.0,1973.0,45.0,,GPLK_VOOR_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Lichte zavel,0,-1.49999999
False,1992.0,1992.0,26.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Zware klei,1,-1.0
False,2004.0,2004.0,14.0,GPLK_NA_1978,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_1,"Bebouwing, enz",0,-3.0
True,1995.0,1995.0,17.0,,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-1.5
False,1973.0,,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-1.5
False,1984.0,1984.0,34.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Lovinolmof,Lovinolmof,LOVINOL_6,Zware zavel,0,-2.0
True,1974.0,1974.0,40.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Kunststofmof Overig,Kunststofmof,Krimpmof,Veen,0,-2.0
False,1997.0,1997.0,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Gietharsmof,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-1.99999999
False,1999.0,1999.0,19.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-0.5
False,1967.0,1967.0,51.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Lichte zavel,0,-1.0
False,2012.0,2012.0,6.0,,XLPE,False,Krimpmof Cellpack,Krimpmof,Krimpmof,"Bebouwing, enz",1,-0.99999999
False,2017.0,2017.0,1.0,,XLPE,False,Onbekend,Krimpmof,Krimpmof,Lichte zavel,0,-0.5
False,2001.0,2001.0,17.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Gietharsmof,Gietharsmof,Gietharsmof,"Bebouwing, enz",0,-8.0
False,2006.0,2006.0,12.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-1.0
False,1986.0,,32.0,XLPE,XLPE,True,Wikkelmof Overig,Overig,Overig,Lichte klei,0,-3.5
False,1995.0,,23.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Lovinolmof,LOVINOL_3,Zware klei,1,1.0
False,2013.0,2013.0,5.0,,XLPE,False,Krimpmof Cellpack,Krimpmof,Krimpmof,"Bebouwing, enz",0,-2.5
False,1992.0,1992.0,26.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-1.0
False,1982.0,,36.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Lichte klei,0,-2.0
False,1973.0,1973.0,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Zand,0,0.99999999
False,1996.0,1996.0,22.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Veen,1,-2.0
False,1975.0,,43.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,0.49999999
False,2000.0,2000.0,18.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Zware klei,1,0.0
True,1977.0,1977.0,34.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-2.99999999
False,1972.0,,46.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.99999999
True,1965.0,1965.0,44.0,GPLK_VOOR_1978,Onbekend,False,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.49999999
False,2008.0,2008.0,10.0,XLPE,GPLK_VOOR_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Lichte klei,1,-1.0
False,2007.0,2007.0,11.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Onbekend,Onbekend,Zware klei,1,-1.5
False,2003.0,2003.0,15.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-1.99999999
False,2004.0,2004.0,14.0,GPLK_NA_1978,,False,Onbekend,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-5.0
False,1981.0,1981.0,37.0,GPLK_NA_1978,,False,Kabeldon,Kabeldon,Kabeldon,Lichte zavel,0,-0.49999999
False,1997.0,1997.0,21.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Lovinolmof,LOVINOL_3,Zand,0,0.0
False,1958.0,,60.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-0.99999999
False,1997.0,,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-1.0
True,2006.0,2006.0,1.0,,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-1.0
False,1976.0,,42.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.49999999
False,1996.0,1996.0,22.0,XLPE,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-2.0
False,1979.0,,39.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Oliemof,Oliemof,Zand,0,-14.5
False,2011.0,2011.0,7.0,,XLPE,False,Onbekend,Onbekend,Onbekend,"Bebouwing, enz",1,0.0
False,1987.0,1987.0,31.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-2.0
True,2010.0,2010.0,1.0,,GPLK_NA_1978,False,Onbekend,Krimpmof,Krimpmof,"Bebouwing, enz",1,-3.0
False,1969.0,1969.0,49.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-2.0
False,2017.0,2017.0,1.0,,XLPE,False,Krimpmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-0.49999999
False,2015.0,2015.0,3.0,,GPLK_VOOR_1978,False,Krimpmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-4.5
False,2009.0,2009.0,9.0,,GPLK_NA_1978,False,Onbekend,Krimpmof,Krimpmof,Zand,0,0.0
True,1980.0,1980.0,34.0,,GPLK_NA_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zand,0,-1.0
False,1997.0,1997.0,21.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-1.0
False,2008.0,2008.0,10.0,GPLK_NA_1978,XLPE,False,Onbekend,Krimpmof,Krimpmof,Lichte zavel,1,0.0
False,1984.0,1984.0,34.0,GPLK_NA_1978,GPLK_NA_1978,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Zand,0,-1.99999999
False,1966.0,1966.0,52.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,-1.99999999
False,1996.0,1996.0,22.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Gietharsmof,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-2.49999999
True,1979.0,1979.0,34.0,GPLK_VOOR_1978,,False,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-2.5
False,2016.0,2016.0,2.0,,,False,Krimpmof Raychem,Overig,Overig,"Bebouwing, enz",0,-0.99999999
False,1980.0,1980.0,38.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-1.5
True,2007.0,2007.0,7.0,GPLK_NA_1978,,False,Overig,Overig,Overig,"Bebouwing, enz",0,-3.0
False,2007.0,2007.0,11.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kunststofmof,Krimpmof,Veen,1,-1.5
True,1976.0,1976.0,34.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,Moerig op zand,0,-2.0
True,1999.0,,16.0,GPLK_NA_1978,XLPE,False,Onbekend,Lovinolmof,LOVINOL_1,"Bebouwing, enz",0,-12.0
False,2008.0,2008.0,10.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.0
False,2010.0,2010.0,8.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Lichte zavel,0,-2.5
False,2015.0,2015.0,3.0,GPLK_NA_1978,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Lichte klei,1,0.0
False,2004.0,2004.0,14.0,GPLK_NA_1978,,False,Kabeldon,Kabeldon,Kabeldon,Zware klei,1,-1.0
True,1962.0,1962.0,51.0,GPLK_VOOR_1978,,False,Massamof,Massamof,Massamof,Lichte zavel,0,-4.0
True,2013.0,2013.0,1.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-2.0
False,1999.0,1999.0,19.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-2.0
False,2004.0,2004.0,14.0,XLPE,GPLK_NA_1978,False,Lovinolmof,Lovinolmof,LOVINOL_1,"Bebouwing, enz",1,-1.5
False,1977.0,,41.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Massamof,Massamof,Massamof,Zware klei,0,-1.49999999
False,1995.0,1995.0,23.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Kabeldon,Kabeldon,Kabeldon,Veen,1,-1.5
False,2015.0,2015.0,3.0,GPLK_NA_1978,GPLK_NA_1978,True,Krimpmof Raychem,Krimpmof,Krimpmof,Veen,1,-2.0
True,1960.0,1960.0,53.0,,GPLK_VOOR_1978,False,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.5
True,1973.0,1973.0,36.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-2.0
False,2017.0,2017.0,1.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-3.0
False,1998.0,1998.0,20.0,XLPE,XLPE,True,Kunststofmof ABB,Kunststofmof,Krimpmof,Lichte klei,1,-0.5
False,1978.0,1978.0,40.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Onbekend,Massamof,Massamof,Zware klei,0,-2.49999999
True,1985.0,1985.0,30.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-1.5
False,2010.0,2010.0,8.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-25.99999999
True,1977.0,1977.0,32.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-13.0
False,1978.0,,40.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-1.99999999
True,1963.0,,47.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Massamof,Massamof,Massamof,Zware klei,1,-1.5
False,1958.0,1958.0,60.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Leem,0,-21.58701954
False,2016.0,2016.0,2.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Kabeldon,Kabeldon,Kabeldon,Water,1,-3.0
True,1980.0,1980.0,34.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zand,0,-3.0
False,2008.0,2008.0,10.0,XLPE,GPLK_NA_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,-1.0
False,1953.0,,65.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zand,0,-12.53291544
False,1967.0,1967.0,51.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,-2.0
False,1995.0,1995.0,23.0,,GPLK_NA_1978,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-2.0
False,1988.0,,30.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Onbekend,Onbekend,Zware klei,0,-1.0
False,1983.0,1983.0,35.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Kunststofmof Overig,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.0
True,1993.0,1993.0,14.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-3.0
False,1998.0,,20.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zware klei,0,-0.5
False,1984.0,,34.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Lichte klei,0,-2.99999999
True,2003.0,2003.0,13.0,,,False,Kunststofmof ABB,Kunststofmof,Krimpmof,Zware zavel,0,-0.5
False,1973.0,,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.5
False,1976.0,1976.0,42.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zware zavel,0,0.0
True,1956.0,1956.0,58.0,,,False,Onbekend,Massamof,Massamof,Zand,0,-2.5
False,1975.0,,43.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,Zware klei,1,0.0
False,2010.0,2010.0,8.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,0.5
False,1959.0,1959.0,59.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zand,0,-1.5
True,2008.0,,1.0,XLPE,XLPE,True,Onbekend,Krimpmof,Krimpmof,Zand,0,-3.5
False,2013.0,2013.0,5.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.0
True,1987.0,1987.0,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-4.72123753
False,2011.0,2011.0,7.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Lichte klei,0,0.79999999
False,2011.0,2011.0,7.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-0.99999999
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Zware klei,0,-2.0
False,2000.0,2000.0,18.0,XLPE,XLPE,True,Onbekend,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-3.0
True,2003.0,2003.0,9.0,,GPLK_NA_1978,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-2.5
False,2016.0,2016.0,2.0,XLPE,GPLK_VOOR_1978,False,Kunststofmof Overig,Kabeldon,Kabeldon,"Bebouwing, enz",1,-3.0
True,1990.0,1990.0,20.0,,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,Veen,1,-2.5
True,1978.0,1978.0,38.0,,GPLK_VOOR_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zand,0,-3.0
False,1980.0,1980.0,38.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zand,0,-0.5
True,1977.0,1977.0,33.0,GPLK_VOOR_1978,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-1.49999999
True,2002.0,2002.0,10.0,XLPE,,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-0.5
False,1971.0,,47.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Water,0,-1.49999999
False,2014.0,2014.0,4.0,,GPLK_NA_1978,False,Krimpmof Cellpack,Krimpmof,Krimpmof,"Bebouwing, enz",1,-4.0
